,Brand,Name,Price,Processor_Name,Processor_Brand,RAM_Expandable,RAM,RAM_TYPE,Ghz,Display_type,Display,GPU,GPU_Brand,SSD,HDD,Adapter,Battery_Life,model_name,screen_size,ram,os,customer_review
0,HP,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |)::585119::computer::laptops,22990,MediaTek Octa-core,MediaTek,Not Expandable,4 GB , DDR4 RAM, 2.0 Ghz Processor,LED,11.6,Integrated Graphics,MediaTek,64 GB SSD Storage,No HDD,45, Upto 12 Hrs Battery Life,HP Chromebook 11A-NA0002MU,11.6,4,Chrome,"i also feel like apple hides too much under the hood from the user , but i suppose you can still work around that if you are so inclined ."
5088,MSI,MSI PL60 7RD,74990,Intel Core i7 7500U 2.7GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.8 Ghz Processor,LCD,15.6,Nvidia GeForce GTX 1050,Nvidia,No SSD,1024 GB HDD Storage,65,240W Adapter,MSI PL60 7RD,15.6,8GB,Windows 10,screen stays in whatever position you put it solidly enough to use the touchscreen .
5089,HP,HP 250 G5,30990,Intel Core i7 6500U 2.5GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,45, Upto 5.5 Hrs Battery Life,HP 250 G5,15.6,8GB,Windows 10,#NAME?
5090,HP,HP ProBook 450,30990,Intel Core i7 8550U 1.8GHz,Intel,Not Expandable,16GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,Intel UHD Graphics 620,Intel,512 GB SSD Storage,No HDD,135,Upto 6.5 Hrs Battery Life,HP ProBook 450,15.6,16GB,Windows 10,tapping it on either end is hit or miss .
5091,Asus,Asus X553SA-XX021T (N3050/4GB/500GB/W10),64990,Intel Celeron Dual Core N3050 1.6GHz,Intel,Not Expandable,4GB, DDR4 RAM, 4.2 Ghz Processor,LCD,15.6,Intel HD Graphics,Intel,No SSD,500 GB HDD Storage,65,41W Adapter,Asus X553SA-XX021T (N3050/4GB/500GB/W10),15.6,4GB,Windows 10,touch screen is really responsive .
5092,Lenovo,Lenovo V110-15ISK (i5-6200U/4GB/500GB/No,34990,Intel Core i5 6200U 2.3GHz,Intel,Not Expandable,4GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,Intel HD Graphics 520,Intel,No SSD,500 GB HDD Storage,200,32W Adapter,Lenovo V110-15ISK (i5-6200U/4GB/500GB/No,15.6,4GB,DOS,"had purchase this for my child to surf the net ; i ' d noticed ( and i can easily reproduce the problem ) , whenever her game needs to download an update , it seems like no data is coming down , while the harddrive activity ( read and write ) is very high ."
5093,Lenovo,Lenovo IdeaPad 510-15IKB,34990,Intel Core i7 7500U 2.7GHz,Intel,Not Expandable,8GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,Nvidia GeForce 940MX,Nvidia,No SSD,1024 GB HDD Storage,45,33W Adapter,Lenovo IdeaPad 510-15IKB,15.6,8GB,DOS,"the core m3 processor allows the c302 to be fanless , as well , adding to the sleek design ."
5094,Asus,Asus UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),64990,Intel Core i3 7100U 2.4GHz,Intel,Not Expandable,4GB, DDR4 RAM, 4.2 Ghz Processor,LCD,14,Intel HD Graphics 620,Intel,256 GB SSD Storage,No HDD,53,Not Specified,Asus UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),14,4GB,Windows 10,great device until battery won ' t charge .
5095,Lenovo,Lenovo B51-80 (i7-6500U/4GB/1008GB/FHD/W7),34990,Intel Core i7 6500U 2.5GHz,Intel,Not Expandable,4GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,Intel HD Graphics 520,Intel,No SSD,No HDD,no,45W Adapter,Lenovo B51-80 (i7-6500U/4GB/1008GB/FHD/W7),15.6,4GB,Windows 11,i have also noticed the pro seems to run hotter and have a noticeably shorter battery life .
5096,Lenovo,Lenovo IdeaPad Y700-15ISK,34990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,16GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,Nvidia GeForce GTX 960,Nvidia,512 GB SSD Storage,No HDD,no,Not Specified,Lenovo IdeaPad Y700-15ISK,15.6,16GB,Windows 10,the screen resolution is also very good when watching movies or viewing photos .
5097,MSI,MSI GS60 Ghost,74990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,16GB, DDR4 RAM, 4.8 Ghz Processor,LCD,15.6,Nvidia GeForce GTX 970M,Nvidia,128 GB SSD Storage,1024 GB HDD Storage,100,45W Adapter,MSI GS60 Ghost,15.6,16GB,Windows 10,the thing that made me return it was the trackpad .
5098,HP,HP ProBook 450,30990,Intel Core i3 6100U 2.3GHz,Intel,Not Expandable,4GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,Intel HD Graphics 520,Intel,No SSD,500 GB HDD Storage,240,41W Adapter,HP ProBook 450,15.6,4GB,Windows 10,but overall a good laptop for productivity .
5099,Lenovo,Lenovo ThinkPad X1,34990,Intel Core i5 6200U 2.3GHz,Intel,Not Expandable,8GB, DDR4 RAM, 2.4 Ghz Processor,LCD,14,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,65, Upto 6 Hrs Battery Life,Lenovo ThinkPad X1,14,8GB,Windows 10,my only fair complaint is that it occasionally restarts itself without warning ( usually no more than once every day or two ) .
5100,Lenovo,Lenovo IdeaPad 310-15IKB,34990,Intel Core i7 7500U 2.7GHz,Intel,Not Expandable,6GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,Nvidia GeForce 920M,Nvidia,256 GB SSD Storage,No HDD,65, Upto 7 Hrs Battery Life,Lenovo IdeaPad 310-15IKB,15.6,6GB,Windows 10,"from the camera and audio quality through to the build styling , every aspect of this pc has been meticulously considered and it represents the best chromebook that has been delivered to date"
5101,Dell,Dell Vostro 5568,35990,Intel Core i7 7500U 2.7GHz,Intel, 16 GB Expandable,8GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,Nvidia GeForce GT 940MX,Nvidia,256 GB SSD Storage,No HDD,65,Upto 6 Hrs Battery Life,Dell Vostro 5568,15.6,8GB,Linux,i ' ll end the review simply saying i ' m very happy overall with my purchase !
5102,Acer,Acer Aspire 3,32990,Intel Celeron Dual Core N3350 2GHz,Intel,Not Expandable,4GB, DDR4 RAM ,0,LED,15.6,Intel HD Graphics 500,Intel,No SSD,500 GB HDD Storage,65,45W Adapter,Acer Aspire 3,15.6,4GB,Windows 10,"aluminum outer body , usb c charging from either side of the chrombooke , backit keyboard , nice screen resolution and fast processor ."
5103,HP,HP Pavilion 15-BC000nv,30990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,6GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,Nvidia GeForce GTX 960M,Nvidia,No SSD,1024 GB HDD Storage,65, Upto 21.5 Hrs Battery Life,HP Pavilion 15-BC000nv,15.6,6GB,Windows 10,beware that stains in the coating of the display have been detected in all of the macbook retina editions .
5104,Asus,Asus Rog GL552VW-DM201T,64990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LCD,15.6,Nvidia GeForce GTX 960M,Nvidia,256 GB SSD Storage,1024 GB HDD Storage,65,48W Adapter,Asus Rog GL552VW-DM201T,15.6,8GB,Windows 10,"it ' s fast , the display looks like a macbook pro , as does the aluminum case ."
5105,Dell,Dell Inspiron 5578,35990,Intel Core i7 7500U 2.7GHz,Intel, 16 GB Expandable,16GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,Intel HD Graphics 620,Intel,512 GB SSD Storage,No HDD,56,Upto 8.8 Hrs Battery Life,Dell Inspiron 5578,15.6,16GB,Windows 10,this computer is amazing !
5106,Acer,Acer Aspire E5-576G,32990,Intel Core i5 7200U 2.5GHz,Intel,Not Expandable,4GB, DDR4 RAM ,0,LED,15.6,Nvidia GeForce 940MX,Nvidia,256 GB SSD Storage,No HDD,65, Upto 9 Hrs Battery Life,Acer Aspire E5-576G,15.6,4GB,Windows 10,"on the upside , the internet is lightning fast and it interfaces with tv through hdmi which is great , is bluetooth compatible and has two usb ports ."
5107,Dell,Dell XPS 13,35990,Intel Core i5 6300U 2.4GHz,Intel, 16 GB Expandable,8GB, DDR4 RAM , 2.4 Ghz Processor,LCD,13.3,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,65,65W Adapter,Dell XPS 13,13.3,8GB,Linux,"once you get accustomed to the interface , you realize they do everything you need ."
5108,Acer,Acer Predator G9-793,32990,Intel Core i7 7700HQ 2.8GHz,Intel,Not Expandable,16GB, DDR4 RAM ,0,LED,17.3,Nvidia GeForce GTX 1070,Nvidia,256 GB SSD Storage,1024 GB HDD Storage,no,41W Adapter,Acer Predator G9-793,17.3,16GB,Windows 10,first the volume does not get very loud .
5109,Samsung,Samsung Chromebook Plus,109990,Samsung Cortex A72&A53 2.0GHz,Samsung,Not Expandable,4GB, LPDDR4X RAM, 2.2 Ghz Processor,LED,12.3,ARM Mali T860 MP4,ARM,32 GB SSD Storage,No HDD,65,45W Adapter,Samsung Chromebook Plus,12.3,4GB,Chrome,it randomly shuts down all programs running and goes back to the desktop like nothing was going on .
5110,Apple,"Apple MacBook 12""",89990,Intel Core M 1.1GHz,Intel,Not Expandable,8GB, LPDDR3 RAM,0,LED,12,Intel HD Graphics 5300,Intel,256 GB SSD Storage,No HDD,30, Upto 11 Hrs Battery Life,"Apple MacBook 12""",12,8GB,macOS,"sadly after barely a year old it crashes all the time , the touch screen rarely works , and the track pad stops working until a reboot on occasion ."
5111,Dell,Dell Inspiron 7378,35990,Intel Core i5 7200U 2.5GHz,Intel, 16 GB Expandable,8GB, DDR4 RAM , 2.4 Ghz Processor,LCD,13.3,Intel HD Graphics 620,Intel,256 GB SSD Storage,No HDD,120,57.5W Adapter,Dell Inspiron 7378,13.3,8GB,Windows 10,"cons : no caps lock key ( still haven ' t found it , help ! )"
5112,HP,HP Pavilion Power,30990,Intel Core i7 7700HQ 2.8GHz,Intel,Not Expandable,12GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,Nvidia GeForce GTX 1050,Nvidia,128 GB SSD Storage,1024 GB HDD Storage,no,56.5W Adapter,HP Pavilion Power,15.6,12GB,Windows 10,i called acer tech support but nothing worked .
5113,Lenovo,Lenovo V110-15ISK (i3-6006U/4GB/1TB/Radeon,34990,Intel Core i3 6006U 2GHz,Intel,Not Expandable,4GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,AMD Radeon R5 M430,AMD,No SSD,1024 GB HDD Storage,no, Upto 11.5 Hrs Battery Life,Lenovo V110-15ISK (i3-6006U/4GB/1TB/Radeon,15.6,4GB,DOS,it just stopped working in the middle of my paper i was writing .
5114,Asus,Asus Rog G752VY-GC229T,64990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,16GB, DDR4 RAM, 4.2 Ghz Processor,LCD,17.3,Nvidia GeForce GTX 980M,Nvidia,512 GB SSD Storage,1024 GB HDD Storage,no, Upto 10.7 Hrs Battery Life,Asus Rog G752VY-GC229T,17.3,16GB,Windows 10,the screen is great and the unit is fast .
5115,Acer,Acer Aspire 3,32990,Intel Celeron Dual Core N3350 2GHz,Intel,Not Expandable,4GB, DDR4 RAM ,0,LED,15.6,Intel HD Graphics 500,Intel,No SSD,1024 GB HDD Storage,no, Upto 8 Hrs Battery Life,Acer Aspire 3,15.6,4GB,Linux,love my new lenovo .
5116,MSI,MSI GS73VR 7RF,74990,Intel Core i7 7700HQ 2.8GHz,Intel,Not Expandable,16GB, DDR4 RAM, 4.8 Ghz Processor,LCD,17.3,Nvidia GeForce GTX 1060,Nvidia,256 GB SSD Storage,1024 GB HDD Storage,45, Upto 11 Hrs Battery Life,MSI GS73VR 7RF,17.3,16GB,Windows 10,` ` this thing is neat . ` `
5117,Dell,Dell Inspiron 5567,35990,Intel Core i3 6006U 2.0GHz,Intel, 16 GB Expandable,4GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,AMD Radeon R7 M440,AMD,128 GB SSD Storage,No HDD,140,Not Specified,Dell Inspiron 5567,15.6,4GB,Windows 10,"however , mine came with an annoying trackpad ."
5118,Lenovo,Lenovo IdeaPad 310-15ISK,34990,Intel Core i7 6500U 2.5GHz,Intel,Not Expandable,8GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,Nvidia GeForce 920MX,Nvidia,No SSD,500 GB HDD Storage,40,65W Adapter,Lenovo IdeaPad 310-15ISK,15.6,8GB,DOS,"very happy with my purchase , fast delivery , package well ."
5119,Dell,Dell Inspiron 5579,35990,Intel Core i7 8550U 1.8GHz,Intel, 16 GB Expandable,16GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,Intel UHD Graphics 620,Intel,512 GB SSD Storage,No HDD,65,Not Specified,Dell Inspiron 5579,15.6,16GB,Windows 10,1 - itunes match ( $ 25 / yr i believe ) keeps all of your music synced across all of your ios devices with no limit .
5120,Dell,Dell XPS 13,35990,Intel Core i7 7500U 2.7GHz,Intel, 16 GB Expandable,16GB, DDR4 RAM , 2.4 Ghz Processor,LCD,13.3,Intel HD Graphics 620,Intel,512 GB SSD Storage,No HDD,no, Upto 10 Hrs Battery Life,Dell XPS 13,13.3,16GB,Windows 10,"was able to get past setting up the log in info , but then once you log in the screen continuously goes black and comes back on and goes black and comes back on ; continuous cycle ."
5121,Asus,Asus FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,64990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LCD,15.6,Nvidia GeForce GTX 1060,Nvidia,No SSD,1024 GB HDD Storage,120,65W Adapter,Asus FX502VM-DM105T (i7-6700HQ/8GB/1TB/GeForce,15.6,8GB,Windows 10,the keyboard is good .
5122,Dell,Dell Inspiron 5567,35990,Intel Core i5 7200U 2.5GHz,Intel, 16 GB Expandable,8GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,AMD Radeon R7 M445,AMD,256 GB SSD Storage,No HDD,240,120W Adapter,Dell Inspiron 5567,15.6,8GB,Windows 10,"we actually returned the first acer chromebook 14 , we got because the screen would blink randomly and go off ."
5123,HP,HP 15-bs025nv (i5-7200U/8GB/256GB/W10),30990,Intel Core i5 7200U 2.5GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,Intel HD Graphics 620,Intel,256 GB SSD Storage,No HDD,65,45W Adapter,HP 15-bs025nv (i5-7200U/8GB/256GB/W10),15.6,8GB,Windows 10,operational speed - - likely the fastest laptop i have ever used ( for basic functions ) .
5124,Lenovo,Lenovo IdeaPad 320-15AST,34990,AMD E-Series 9000 2.2GHz,AMD,Not Expandable,4GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,AMD Radeon R2 Graphics,AMD,No SSD,500 GB HDD Storage,100, Upto 10 Hrs Battery Life,Lenovo IdeaPad 320-15AST,15.6,4GB,Windows 10,"do your research , learn how to optimize your experience , and you ' ll love it !"
5125,Acer,Acer Aspire E5-774G,32990,Intel Core i3 6006U 2.0GHz,Intel,Not Expandable,8GB, DDR4 RAM ,0,LED,17.3,Nvidia GeForce 940MX,Nvidia,No SSD,1024 GB HDD Storage,65,65W Adapter,Acer Aspire E5-774G,17.3,8GB,Windows 10,"to my great dismay and disappointment , the power icon read the exact same message : ` ` plugged in , not charging ` ` ."
5126,Asus,Asus Rog Strix,64990,Intel Core i7 7700HQ 2.8GHz,Intel,Not Expandable,16GB, DDR4 RAM, 4.2 Ghz Processor,LCD,15.6,Nvidia GeForce GTX 1070,Nvidia,256 GB SSD Storage,1024 GB HDD Storage,45,33W Adapter,Asus Rog Strix,15.6,16GB,Windows 10,so $ 500 bucks down the drain as i ' m sure that isn ' t covered by any warranties .
5127,Apple,"Apple MacBook 12""",89990,Intel Core M 1.2GHz,Intel,Not Expandable,8GB, LPDDR3 RAM,0,LED,12,Intel HD Graphics 515,Intel,512 GB SSD Storage,No HDD,70,Upto 6 Hrs Battery Life,"Apple MacBook 12""",12,8GB,macOS,"then i called amazon - acer again , the customer service was good !"
5128,Asus,Asus FX502VM-AS73 (i7-7700HQ/16GB/1TB,64990,Intel Core i7 7700HQ 2.8GHz,Intel,Not Expandable,16GB, DDR4 RAM, 4.2 Ghz Processor,LCD,15.6,Nvidia GeForce GTX 1060,Nvidia,128 GB SSD Storage,1024 GB HDD Storage,45,50W Adapter,Asus FX502VM-AS73 (i7-7700HQ/16GB/1TB,15.6,16GB,Windows 10,buyer beware - computer is complete trash .
5129,MSI,MSI GS73VR Stealth,74990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,16GB, DDR4 RAM, 4.8 Ghz Processor,LCD,17.3,Nvidia GeForce GTX 1060,Nvidia,256 GB SSD Storage,1024 GB HDD Storage,no, Upto 9 Hrs Battery Life,MSI GS73VR Stealth,17.3,16GB,Windows 10,it ' s very expensive for such a simple device .
5130,Dell,Dell Inspiron 7579,35990,Intel Core i5 7200U 2.5GHz,Intel, 16 GB Expandable,8GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,Intel HD Graphics 620,Intel,256 GB SSD Storage,No HDD,41, Upto 8 Hrs Battery Life,Dell Inspiron 7579,15.6,8GB,Windows 10,the speakers on at the front on bottom so sound quality isn ' t the best .
5131,Asus,Asus ROG Strix,64990,Intel Core i7 7700HQ 2.8GHz,Intel,Not Expandable,16GB, DDR4 RAM, 4.2 Ghz Processor,LCD,17.3,Nvidia GeForce GTX 1060,Nvidia,256 GB SSD Storage,1024 GB HDD Storage,45, Upto 12 Hrs Battery Life,Asus ROG Strix,17.3,16GB,Windows 10,this was exactly what i needed and it performs as new which is exactly what i expected as well .
5132,Acer,Acer C740-C9QX (3205U/2GB/32GB/Chrome,32990,Intel Celeron Dual Core 3205U 1.5GHz,Intel,Not Expandable,2GB, DDR4 RAM ,0,LED,11.6,Intel HD Graphics,Intel,32 GB SSD Storage,No HDD,45,57W Adapter,Acer C740-C9QX (3205U/2GB/32GB/Chrome,11.6,2GB,Chrome,"typing is responsive , the touchescreen is a joy and it ' s fast ."
5133,Acer,Acer E5 774G,32990,Intel Core i3 6006U 2GHz,Intel,Not Expandable,4GB, DDR4 RAM ,0,LED,17.3,Nvidia GeForce 940MX,Nvidia,No SSD,1024 GB HDD Storage,135, Upto 11.45 Hrs Battery Life,Acer E5 774G,17.3,4GB,Windows 10,"screen is not amazing but for the price , it gets the job done fine ."
5134,Lenovo,Lenovo IdeaPad 320-17IKB,34990,Intel Core i5 7200U 2.5GHz,Intel,Not Expandable,8GB, DDR4 RAM, 2.4 Ghz Processor,LCD,17.3,Intel HD Graphics 620,Intel,No SSD,1024 GB HDD Storage,65, Upto 19 Hrs Battery Life,Lenovo IdeaPad 320-17IKB,17.3,8GB,DOS,"in all , stay away ."
5135,Lenovo,Lenovo IdeaPad Y700-15ISK,34990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,8GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,Nvidia GeForce GTX 960<U+039C>,Nvidia,128 GB SSD Storage,1024 GB HDD Storage,no,Upto 6 Hrs Battery Life,Lenovo IdeaPad Y700-15ISK,15.6,8GB,Windows 10,monitor looks crisp .
5136,Acer,Acer SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),32990,Intel Core i7 7Y75 1.3GHz,Intel,Not Expandable,8GB, DDR4 RAM ,0,LED,14,Intel HD Graphics 615,Intel,256 GB SSD Storage,No HDD,170, Upto 9 Hrs Battery Life,Acer SP714-51 (i7-7Y75/8GB/256GB/FHD/W10),14,8GB,Windows 10,i really like my chromebook .
5137,Lenovo,Lenovo Thinkpad T560,34990,Intel Core i7 6600U 2.6GHz,Intel,Not Expandable,8GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,180,45W Adapter,Lenovo Thinkpad T560,15.6,8GB,Windows 10,loved it for an hour than it went black and we got a chrome os missing or damage message .
5138,MSI,MSI GP62MVR 6RF,74990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.8 Ghz Processor,LCD,15.6,Nvidia GeForce GTX 1060,Nvidia,128 GB SSD Storage,1024 GB HDD Storage,200,Not Specified,MSI GP62MVR 6RF,15.6,8GB,Windows 10,first occasionally and later to a point where the laptop became unusable .
5139,HP,HP 15-bw009nv (A12-9720P/6GB/1TB/Radeon,30990,AMD A12-Series 9720P 2.7GHz,AMD,Not Expandable,6GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,AMD Radeon 530,AMD,No SSD,1024 GB HDD Storage,no,65W Adapter,HP 15-bw009nv (A12-9720P/6GB/1TB/Radeon,15.6,6GB,Windows 10,"the sound quality is ok , and even at full volume isn ' t that loud , but that ' s not a big deal for me ."
5140,Dell,Dell Latitude E7270,35990,Intel Core i5 6300U 2.4GHz,Intel, 16 GB Expandable,8GB, DDR4 RAM , 2.4 Ghz Processor,LCD,12.5,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,65,41W Adapter,Dell Latitude E7270,12.5,8GB,Windows 11,i love how much you can customize this and also it is pretty speedy !
5141,Dell,Dell Inspiron 5578,35990,Intel Core i3 7100U 2.4GHz,Intel, 16 GB Expandable,4GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15,Intel HD Graphics 620,Intel,No SSD,500 GB HDD Storage,65,65W Adapter,Dell Inspiron 5578,15,4GB,Windows 10,one place that i find lacking in chromeos is the settings management .
5142,Asus,Asus X540SA-RBPDN09 (N3710/4GB/1TB/W10),64990,Intel Pentium Quad Core N3710 1.6GHz,Intel,Not Expandable,4GB, DDR4 RAM, 4.2 Ghz Processor,LCD,15.6,Intel HD Graphics 405,Intel,No SSD,1024 GB HDD Storage,41, Upto 10 Hrs Battery Life,Asus X540SA-RBPDN09 (N3710/4GB/1TB/W10),15.6,4GB,Windows 10,my daughter loves it and it will be a great tool to help her through nursing school .
5143,Dell,Dell XPS 13,35990,Intel Core i7 7500U 2.7GHz,Intel, 16 GB Expandable,8GB, DDR4 RAM , 2.4 Ghz Processor,LCD,13.3,Intel HD Graphics 620,Intel,256 GB SSD Storage,No HDD,65,65W Adapter,Dell XPS 13,13.3,8GB,Windows 10,"the c302 m5 ( the best processor i could find so far , is a very good chromebook ."
5144,Dell,Dell Vostro 3568,35990,Intel Core i5 7200U 2.5GHz,Intel, 16 GB Expandable,4GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,Intel HD Graphics 520,Intel,No SSD,1024 GB HDD Storage,no, Upto 11 Hrs Battery Life,Dell Vostro 3568,15.6,4GB,Linux,the screen looks great ( though maybe not if all you do is look at 4k resolution ) and the keyboard response feels pretty good .
5145,Lenovo,Lenovo IdeaPad Y700-15ISK,34990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,16GB, DDR4 RAM, 2.4 Ghz Processor,LCD,15.6,Nvidia GeForce GTX 960M,Nvidia,128 GB SSD Storage,1024 GB HDD Storage,no,150W Adapter,Lenovo IdeaPad Y700-15ISK,15.6,16GB,Windows 10,blackboard works fine for me .
5146,MSI,MSI GL62M 7RDX,74990,Intel Core i7 7700HQ 2.8GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.8 Ghz Processor,LCD,15.6,Nvidia GeForce GTX 1050,Nvidia,128 GB SSD Storage,1024 GB HDD Storage,280,59W Adapter,MSI GL62M 7RDX,15.6,8GB,Windows 10,but this one was a piece of trash .
5147,Lenovo,Lenovo ThinkPad Yoga,34990,Intel Core i7 6500U 2.50GHz,Intel,Not Expandable,16GB, DDR4 RAM, 2.4 Ghz Processor,LCD,12.5,Intel HD Graphics 520,Intel,512 GB SSD Storage,No HDD,65, Upto 8 Hrs Battery Life,Lenovo ThinkPad Yoga,12.5,16GB,Windows 10,"after a month of use , disk ( c : ) runs at 100 % all the time ."
5148,Razer,Razer Blade Pro,358999,Intel Core i7 7700HQ 2.8GHz,Intel, 64 GB Expandable,16GB, DDR5 RAM , 1.8 Ghz Processor,LCD,14,Nvidia GeForce GTX 1060,Nvidia,1024 GB SSD Storage,No HDD,230,Upto 10 Hrs Battery Life,Razer Blade Pro,14,16GB,Windows 10,google updates are super fast .
5149,Dell,Dell Inspiron 3567,35990,Intel Core i3 7100U 2.4GHz,Intel, 16 GB Expandable,8GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,Intel HD Graphics 620,Intel,No SSD,1024 GB HDD Storage,135,70W Adapter,Dell Inspiron 3567,15.6,8GB,Windows 10,after exactly one year of useage this computer completely stopped working .
5150,MSI,MSI GE72VR Apache,74990,Intel Core i7 7700HQ 2.8GHz,Intel,Not Expandable,16GB, DDR4 RAM, 4.8 Ghz Processor,LCD,17.3,Nvidia GeForce GTX 1060,Nvidia,256 GB SSD Storage,1024 GB HDD Storage,no,65W Adapter,MSI GE72VR Apache,17.3,16GB,Windows 10,the machine is great for streaming videos - - my wife and i use it regularly to watch things on amazon prime - - and the battery last quite a while .
5151,Apple,Apple MacBook Air,89990,Intel Core i5 1.6GHz,Intel,Not Expandable,4GB, LPDDR3 RAM,0,LED,11.6,Intel HD Graphics 6000,Intel,256 GB SSD Storage,No HDD,65,280W Adapter,Apple MacBook Air,11.6,4GB,macOS,"battery issues aside , i really love this laptop and it is easily the nicest piece of electronics i have ever owned ."
5152,HP,HP 15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),30990,Intel Core i3 6006U 2GHz,Intel,Not Expandable,4GB, DDR4 RAM, 4.2 Ghz Processor,LED,15.6,Intel HD Graphics 520,Intel,No SSD,1024 GB HDD Storage,96,45W Adapter,HP 15-bs023nv (i3-6006U/4GB/1TB/FHD/W10),15.6,4GB,Windows 10,"but basic stuff needs to be properly engineered and designed , and this machine had two huge problems right out of the gate ."
5153,HP,HP EliteBook 840,30990,Intel Core i7 6500U 2.5GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.2 Ghz Processor,LED,14,Intel HD Graphics 520,Intel,256 GB SSD Storage,No HDD,no,230W Adapter,HP EliteBook 840,14,8GB,Windows 11,"on the one i received , the trackpad is hard to press down and seems to rub against the palm rest casing ."
5154,Dell,Dell Vostro 3559,35990,Intel Core i5 6200U 2.3GHz,Intel, 16 GB Expandable,4GB, DDR4 RAM , 2.4 Ghz Processor,LCD,15.6,Intel HD Graphics 520,Intel,No SSD,500 GB HDD Storage,65, Upto 10 Hrs Battery Life,Dell Vostro 3559,15.6,4GB,Windows 11,no backlit keyboard is kinda a bummer but i digress .
5155,MSI,MSI GL62 6QF,74990,Intel Core i7 6700HQ 2.6GHz,Intel,Not Expandable,8GB, DDR4 RAM, 4.8 Ghz Processor,LCD,15.6,Nvidia GeForce GTX 960M,Nvidia,128 GB SSD Storage,1024 GB HDD Storage,135,45W Adapter,MSI GL62 6QF,15.6,8GB,Windows 10,great laptop great price .
5156,Lenovo,Lenovo ThinkPad 13,34990,Intel Core i7 7500U 2.7GHz,Intel,Not Expandable,16GB, DDR4 RAM, 2.4 Ghz Processor,LCD,13.3,Intel HD Graphics 620,Intel,512 GB SSD Storage,No HDD,40,Upto 6 Hrs Battery Life,Lenovo ThinkPad 13,13.3,16GB,Windows 10,"the keyboard gives a satisfying audible response to being used , and the mouse is nice ."
