S.No,Brand,Model_Name,Price (in Dollars),Processor_Specifications,Processor_Brand,RAM_Expandable (GB),RAM (GB),RAM_TYPE,Processor (Ghz),Display_Type,GPU,GPU_Brand,SSD Storage (GB),HDD Storage (GB),Adapter (Hz),Battery_Life,Screen_Size (inches),OS,Customer_Review,Battery_Life_Standardized
0,HP,HP Chromebook 11A-NA0002MU (2E4N0PA) Laptop (11.6 Inch | MediaTek Octa Core | 4 GB | Google Chrome |)::585119::computer::laptops,275.88,MediaTek Octa-core,MediaTek,0,4,DDR4,2.0,LED,Integrated Graphics,MediaTek,64,0,45, Upto 12 Hrs Battery Life,11.6,Chrome,"I Also Feel Like Apple Hides Too Much Under The Hood From The User , But I Suppose You Can Still Work Around That If You Are So Inclined .",12.0
4464,Asus,Asus FX753VE-GC155T (i7-7700HQ/16GB/1TB,779.88,Intel Core i7 7700HQ 2.8GHz,Intel,0,16,DDR4,4.2,LCD,Nvidia GeForce GTX1050 Ti,Nvidia,256,1024,65,65W Adapter,17.3,Windows 10,The Screen Is Excellent .,1.0
4465,Lenovo,Lenovo Legion Y720-15IKB,419.88,Intel Core i7 7700HQ 2.8GHz,Intel,0,8,DDR4,2.4,LCD,Nvidia GeForce GTX 1060,Nvidia,256,1024,65,180W Adapter,15.6,Windows 10,2 / 28 / 18 - A Couple Days Ago I Updated The Chrome Os .,0.4
4466,HP,HP Spectre X360,371.88,Intel Core i7 7500U 2.7GHz,Intel,0,8,DDR4,4.2,LED,Intel HD Graphics 620,Intel,256,0,45,65W Adapter,13.3,Windows 10,"After Only A Little Over A Month , It Totally Died And Will Not Work At All .",1.0
4467,Dell,Dell Latitude 5480,431.88,Intel Core i5 7300U 2.6GHz,Intel,16,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,256,0,90,65W Adapter,14,Windows 10,"In All , Stay Away .",1.0
4468,HP,HP ProBook 440,371.88,Intel Core i3 6006U 2GHz,Intel,0,4,DDR4,4.2,LED,Intel HD Graphics 520,Intel,128,0,280,65W Adapter,15.6,Windows 10,"Very Disappointed In The $ 600 E 15 , As Opposed To The No Frills , Plain Old , < $ 200 15 I ' Ve Had For 2 .",1.0
4469,Dell,Dell Inspiron 5770,431.88,Intel Core i5 8250U 1.6GHz,Intel,16,8,DDR4,2.4,LCD,AMD Radeon 530,AMD,128,1024,74,65W Adapter,17.3,Linux,"At The Time Of This Posting , This Model Was Going Only For 1800 For The 512Gb With A Dedicated Video Card .",1.0
4470,Lenovo,Lenovo ThinkPad L470,419.88,Intel Core i5 6200U 2.3GHz,Intel,0,8,DDR4,2.4,LCD,Intel HD Graphics 520,Intel,256,0,65,52W Adapter,14,Windows 11,My Biggest Gripe With This That Makes Me Incredibly Frustrated Is That Google Hangouts Is Unreliable On This .,1.2
4471,Lenovo,Lenovo IdeaPad 320-15IKB,419.88,Intel Core i7 7500U 2.7GHz,Intel,0,4,DDR4,2.4,LCD,Nvidia GeForce 920MX,Nvidia,0,1024,48, Upto 17 Hrs Battery Life,15.6,Windows 10,"It ' S Far Too Early In This Machine ' S Life To Be Encountering Problems , The Company Has Very Poor Customer Service , And I Would Strongly Recommend Against Purchasing .",17.0
4472,Lenovo,Lenovo IdeaPad 320-15ISK,419.88,Intel Core i3 6006U 2GHz,Intel,0,8,DDR4,2.4,LCD,Nvidia GeForce 920MX ,Nvidia,0,2024,0, Upto 3 Hrs Battery Life,15.6,DOS,Voice To Text Is Good .,3.0
4473,Dell,Dell Inspiron 3567,431.88,Intel Core i5 7200U 2.5GHz,Intel,16,4,DDR4,2.4,LCD,AMD Radeon R5 M430,AMD,0,500,65,65W Adapter,15.6,Windows 10,The Keyboard Is Great And The Mouse Hasn ' T Given Me The Issues My Old Laptop Gave Me .,1.0
4474,Dell,Dell Latitude 5580,431.88,Intel Core i5 7440HQ 2.8GHz,Intel,16,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,256,0,35,45W Adapter,15.6,Windows 10,This Was A Outstanding Upgrade From The Early 2013 650M Model .,1.4
4475,Dell,Dell Alienware 17,431.88,Intel Core i7 7700HQ 2.8GHz,Intel,16,16,DDR4,2.4,LCD,Nvidia GeForce GTX 1070,Nvidia,128,1024,65,65W Adapter,17.3,Windows 10,"I Have Not Messed With The Continuity Feature Much , But It Is Nice Having The Favorites And Open Tabs Sync From My Laptop To My Iphone .",1.0
4476,Toshiba,Toshiba Satellite Pro,779.88,Intel Core i5 7200U 2.5GHz,Intel,0,8,DDR4,4.2,LCD,Intel HD Graphics 620,Intel,0,500,65,65W Adapter,15.6,Windows 10,The Laptop Looks Beautiful And The 8Th Gen Intel Core Is A Performance Powerhouse .,1.0
4477,Asus,Asus Zenbook UX510UW-FI095T,779.88,Intel Core i7 7500U 2.7GHz,Intel,0,8,DDR4,4.2,LCD,Nvidia GeForce GTX 960M,Nvidia,256,1024,0,41W Adapter,15.6,Windows 10,"It Didn ' T Come With The Box But It Came With The Charger And So Far , I ' Ve Only Been Using For A Few Days , But I Have No Issues With The Item At All .",1.6
4478,Mediacom,Mediacom SmartBook Edge,779.88,Intel Celeron Quad Core N3450 1.1GHz,Intel,0,4,DDR4,4.2,LCD,Intel HD Graphics 500,Intel,32,0,41,Not Specified,13.3,Windows 10,Battery Could Last Longer .,
4479,Asus,Asus ROG Strix,779.88,Intel Core i5 7300HQ 2.5GHz,Intel,0,8,DDR4,4.2,LCD,Nvidia GeForce GTX 1060,Nvidia,128,1024,0,Upto 6 Hrs Battery Life,15.6,Windows 10,"The Touchscreen Works Very Well , And Android Apps Are Working Right Now If You ' Re On The Beta Channel For Chrome Os .",6.0
4480,Dell,Dell Latitude 5580,431.88,Intel Core i7 7600U 2.8GHz,Intel,16,8,DDR4,2.4,LCD,Nvidia GeForce 930MX,Nvidia,256,0,90, Upto 6 Hrs Battery Life,15.6,Windows 10,10 Minutes After Finishing This Review Started Having A New Issue : Touch Pad Started Acting Out .,6.0
4481,Dell,Dell Inspiron 5570,431.88,Intel Core i5 8250U 1.6GHz,Intel,16,8,DDR4,2.4,LCD,AMD Radeon 530,AMD,256,0,0, Upto 4.5 Hrs Battery Life,15.6,Windows 10,"- Even So Those Are Forgivable Offenses Compared To The Next And Worst Thing , The Touchpad .",4.5
4482,HP,HP Omen 15-ce006nv,371.88,Intel Core i7 7700HQ 2.8GHz,Intel,0,12,DDR4,4.2,LED,Nvidia GeForce GTX 1060,Nvidia,0,1024,150,42W Adapter,17.3,Windows 10,Plus The Screen Is Bland .,1.5
4483,Lenovo,Lenovo Thinkpad E470,419.88,Intel Core i7 7500U 2.7GHz,Intel,0,8,DDR4,2.4,LCD,Nvidia GeForce 940MX,Nvidia,256,0,41,45W Adapter,14,Windows 10,"I ' Ve Also Discovered That The Battery Is Better Than I First Thought , And Will Last 8 Hours For Light - Duty Activities Such As Web - Surfing And Word Processing ; Longer With Power Management On .",1.4
4484,Dell,Dell XPS 13,431.88,Intel Core i7 8550U 1.8GHz,Intel,16,8,DDR4,2.4,LCD,Intel UHD Graphics 620,Intel,256,0,0,65W Adapter,13.3,Windows 10,"Highly Recommend , Great Value , Use Computer Mainly For Online Business And Is Quick And Easy To Use",1.0
4485,Dell,Dell Vostro 5468,431.88,Intel Core i3 6006U 2GHz,Intel,16,4,DDR4,2.4,LCD,Intel HD Graphics 520,Intel,128,0,0,65W Adapter,14,Windows 10,1 - Itunes Match ( $ 25 / Yr I Believe ) Keeps All Of Your Music Synced Across All Of Your Ios Devices With No Limit .,1.0
4486,HP,HP Envy 13-AB020nr,371.88,Intel Core i7 7500U 2.7GHz,Intel,0,8,DDR4,4.2,LED,Intel HD Graphics 620,Intel,256,0,65,180W Adapter,13.3,Windows 10,"That Being Said , My Son Loves It .",0.4
4487,Acer,Acer Aspire 7,395.88,Intel Core i5 7300HQ 2.5GHz,Intel,0,8,DDR4,0.0,LED,Nvidia GeForce GTX 1050,Nvidia,0,1024,65,65W Adapter,15.6,Linux,It Is A Little Slow .,1.0
4488,Asus,Asus VivoBook X540YA-XX519T,779.88,AMD E-Series 7110 1.8GHz,AMD,0,4,DDR4,4.2,LCD,AMD Radeon R2 Graphics,AMD,0,500,65, Upto 7 Hrs Battery Life,15.6,Windows 10,"I Am Able To Write , Look Up Facts On The Internet , And It Has A Pretty Good Battery Life .",7.0
4489,HP,HP ProBook 450,371.88,Intel Core i3 7100U 2.4GHz,Intel,0,4,DDR4,4.2,LED,Intel HD Graphics 620,Intel,128,0,65,Upto 6 Hrs Battery Life,15.6,Windows 10,Everything About The Experience Has Been Terrible .,6.0
4490,Lenovo,Lenovo ThinkPad E470,419.88,Intel Core i5 7200U 2.5GHz,Intel,0,4,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,0,500,65,41W Adapter,14,Windows 10,There Is A Buzzing Sound That Comes From Inside Of The Keyboard .,1.6
4491,Lenovo,Lenovo V310-15ISK (i5-6200U/4GB/1TB/FHD/No,419.88,Intel Core i5 6200U 2.3GHz,Intel,0,4,DDR4,2.4,LCD,Intel HD Graphics 520,Intel,0,1024,0, Upto 9 Hrs Battery Life,15.6,DOS,I Also Like The Display .,9.0
4492,Lenovo,Lenovo ThinkPad T570,419.88,Intel Core i7 7500U 2.7GHz,Intel,0,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,512,0,0, Upto 12 Hrs Battery Life,15.6,Windows 10,"It Has A Glassy - Smooth Surface That Resists Finger - Prints And Goop , Is Very Large , And Has A Firm But Not Too - Clunky Feeling Click To It .",12.0
4493,Lenovo,Lenovo IdeaPad 320-15ISK,419.88,Intel Core i3 6006U 2GHz,Intel,0,4,DDR4,2.4,LCD,Intel HD Graphics 520,Intel,128,0,41,65W Adapter,15.6,Windows 10,"Hdd , Agree Didn ' T Sound Good .",1.0
4494,Dell,Dell Latitude 5580,431.88,Intel Core i5 7200U 2.5GHz,Intel,16,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,256,0,0,Not Specified,15.6,Windows 10,"It Is Also Amazingly Quiet : The Ssd Doesn ' T Make Any Noise , And The Fan Only Spins Up If I Am Doing Something Intensive Like Playing Games Or Running A Heafty Program - Just Browsing Or Watching Videos / Basic Office Work Will Not Make This Computer More Than Whisper .",
4495,Dell,Dell Alienware 17,431.88,Intel Core i7 7700HQ 2.8GHz,Intel,16,16,DDR4,2.4,LCD,Nvidia GeForce GTX 1070,Nvidia,256,1024,65,150W Adapter,17.3,Windows 10,"- Though The Case Is Plastic , The Keyboard Area Itself Has A Cold Metallic Feel .",0.4
4496,HP,HP 17-X047na (i3-6006U/8GB/1TB/W10),371.88,Intel Core i3 6006U 2GHz,Intel,0,8,DDR4,4.2,LED,Intel HD Graphics 520,Intel,0,1024,100,Not Specified,17.3,Windows 10,"I Loved Everything About This Chromebook Until It Stop Charging 2 Moths After Perches , Light Just Keeps Flashing Green .",
4497,HP,HP ProBook 470,371.88,Intel Core i7 7500U 2.7GHz,Intel,0,8,DDR4,4.2,LED,Nvidia GeForce 930MX,Nvidia,0,1024,0, Upto 8 Hrs Battery Life,17.3,Windows 10,I Like It,8.0
4498,Asus,Asus A541NA-GO342 (N3350/4GB/500GB/Linux),779.88,Intel Celeron Dual Core N3350 1.1GHz,Intel,0,4,DDR4,4.2,LCD,Intel HD Graphics 500,Intel,0,500,65,48W Adapter,15.6,Linux,"I Left It Plugged In To Charge For The Night And Tried It Again The Next Morning , With The Same Results Of Not Being Able To Turn It Back On .",1.4
4499,Mediacom,Mediacom SmartBook 130,779.88,Intel Atom x5-Z8350 1.44GHz,Intel,0,4,DDR4,4.2,LCD,Intel HD Graphics,Intel,32,0,0,65W Adapter,13.3,Windows 10,It Feels Wonderful To Finally Say That About An Acer Display .,1.0
4500,Lenovo,Lenovo IdeaPad 320-17IKB,419.88,Intel Core i7 7500U 2.7GHz,Intel,0,6,DDR4,2.4,LCD,Nvidia GeForce 940MX,Nvidia,128,1024,65,65W Adapter,17.3,Windows 10,"I Also Feel Like Apple Hides Too Much Under The Hood From The User , But I Suppose You Can Still Work Around That If You Are So Inclined .",1.0
4501,HP,HP 15-bw007nv (A10-9620P/6GB/128GB/Radeon,371.88,AMD A10-Series A10-9620P 2.5GHz,AMD,0,6,DDR4,4.2,LED,AMD Radeon 530,AMD,128,0,0,33W Adapter,15.6,Windows 10,Ca N ' T Go Wrong With An Asus !,2.0
4502,Dell,Dell Vostro 3568,431.88,Intel Core i3 6006U 2GHz,Intel,16,4,DDR4,2.4,LCD,AMD Radeon R5 M420,AMD,0,1024,65,65W Adapter,15.6,Windows 10,I ' Ve Had This Laptop For 4 Months And It ' S Run Very Well Considering It ' S Price .,1.0
4503,Acer,Acer Spin SP111-31,395.88,Intel Celeron Dual Core N3350 2.0GHz,Intel,0,4,DDR4,0.0,LED,Intel HD Graphics 500,Intel,32,0,0,45W Adapter,11.6,Windows 10,The Computer Runs Great .,1.4
4504,Lenovo,Lenovo V330-15IKB (i3-7130U/4GB/128GB/FHD/W10),419.88,Intel Core i3 7130U 2.7GHz,Intel,0,4,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,128,0,65,45W Adapter,15.6,Windows 10,"Secondly , The Trackpad Feels A Bit Delicate .",1.4
4505,HP,HP EliteBook 1030,371.88,Intel Core M 6Y75 1.2GHz,Intel,0,16,DDR4,4.2,LED,Intel HD Graphics 515,Intel,512,0,135, Upto 11.9 Hrs Battery Life,13.3,Windows 10,"I Like The Addition Of The Cooler Boost Button , But Most Of The Time I Don ' T Have To Use It Because I Have A Thermaltake Auto Laptop Cooling Pad That Monitors The Bottom Surface Of My Laptop .",11.9
4506,Lenovo,Lenovo Thinkpad P71,419.88,Intel Core i7 7700HQ 2.8GHz,Intel,0,8,DDR4,2.4,LCD,Nvidia Quadro M620M,Nvidia,256,0,280, Upto 10 Hrs Battery Life,17.3,Windows 10,The Pricing Was Too Good To Pass Up And I ' Ve Really Been Pleased With The Product .,10.0
4507,Asus,Asus FX553VD-DM627T (i5-7300HQ/8GB/1TB,779.88,Intel Core i5 7300HQ 2.5GHz,Intel,0,8,DDR4,4.2,LCD,Nvidia GeForce GTX 1050,Nvidia,128,1024,0,150W Adapter,15.6,Windows 10,The Keyboard Is Very Nice And Very Responsive .,0.4
4508,Dell,Dell XPS 13,431.88,Intel Core i5 8250U 1.6GHz,Intel,16,8,DDR4,2.4,LCD,Intel UHD Graphics 620,Intel,128,0,0,Upto 6 Hrs Battery Life,13.3,Windows 10,The Speakers On At The Front On Bottom So Sound Quality Isn ' T The Best .,6.0
4509,Dell,Dell Latitude 5580,431.88,Intel Core i5 7300U 2.6GHz,Intel,16,4,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,0,500,48,65W Adapter,15.6,Windows 10,"Aluminum Outer Body , Usb C Charging From Either Side Of The Chrombooke , Backit Keyboard , Nice Screen Resolution And Fast Processor .",1.0
4510,Fujitsu,Fujitsu Lifebook A557,1003.08,Intel Core i5 7200U 2.5GHz,Intel,0,8,LPDDR4X,2.4,LCD,Intel HD Graphics 620,Intel,0,1024,0,45W Adapter,15.6,Windows 10,The Small Battery Capacity Is The Number One Reason I Would Not Buy This Product And Would Recommend With That Caveat Being Disclosed .,1.4
4511,Lenovo,Lenovo IdeaPad 320-15IAP,419.88,Intel Pentium Quad Core N4200 1.1GHz,Intel,0,4,DDR4,2.4,LCD,Intel HD Graphics 505,Intel,0,500,280,45W Adapter,15.6,Windows 10,Not Super Confident This Asus Unit Will Last Half That Long .,1.4
4512,Lenovo,Lenovo ThinkPad L470,419.88,Intel Core i5 7200U 2.5GHz,Intel,0,4,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,0,500,170,38W Adapter,14,Windows 10,"I ' M In The Us And Asus Wanted To Charge Me $ 60 Cad For Diagnosis Only , And Then Said It Would Be An Additional Estimated $ 315 For Repair .",1.7
4513,HP,HP ZBook 17,371.88,Intel Core i5 7440HQ 2.8GHz,Intel,0,8,DDR4,4.2,LED,Nvidia Quadro M1200,Nvidia,0,500,65, Upto 12 Hrs Battery Life,17.3,Windows 10,Chromebooks Are Light Weight And Start Up Immediately And Are Very Easy To Use .,12.0
4514,HP,HP 14-am079na (N3710/8GB/2TB/W10),371.88,Intel Pentium Quad Core N3710 1.6GHz,Intel,0,8,DDR4,4.2,LED,Intel HD Graphics 405,Intel,0,2024,0,65W Adapter,14,Windows 10,"I Almost Always Keep It Plugged In , So I Can ' T Comment On Battery Life .",1.0
4515,HP,HP 15-cd005nv (A9-9420/6GB/256GB/Radeon,371.88,AMD A9-Series A9-9420 3GHz,AMD,0,6,DDR4,4.2,LED,AMD Radeon 530,AMD,256,0,120, Upto 13.5 Hrs Battery Life,15.6,Windows 10,The Screen Is Only Pretty Good .,13.5
4516,Lenovo,Lenovo Thinkpad E570,419.88,Intel Core i5 7200U 2.5GHz,Intel,0,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,256,0,0,Not Specified,15.6,Windows 10,But Overall A Good Laptop For Productivity .,
4517,Lenovo,Lenovo V330-15IKB (i5-8250U/4GB/500GB/FHD/W10),419.88,Intel Core i5 8250U 1.6GHz,Intel,0,4,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,0,500,150, Upto 6 Hrs Battery Life,15.6,Windows 10,"It ' S Okay For Email , Facebook , Surfing The Net , Etc .",6.0
4518,Mediacom,Mediacom SmartBook 141,779.88,Intel Atom x5-Z8350 1.44GHz,Intel,0,4,DDR4,4.2,LCD,Intel HD Graphics,Intel,32,0,170,65W Adapter,14,Windows 10,Laptop Booted Right Up And The Set Up Waa Super Easy .,1.0
4519,Toshiba,Toshiba Tecra X40-D-10H,779.88,Intel Core i7 7500U 2.7GHz,Intel,0,16,DDR4,4.2,LCD,Intel HD Graphics 620,Intel,512,0,51,Not Specified,14,Windows 10,"The Keyboard Is Small , A Little Weird And Takes Some Getting Used To .",
4520,Lenovo,Lenovo IdeaPad Y910-17ISK,419.88,Intel Core i7 6820HK 2.7GHz,Intel,0,32,DDR4,2.4,LCD,Nvidia GeForce GTX 1070,Nvidia,256,1024,45,150W Adapter,17.3,Windows 10,"I ' Ve Also Discovered That The Battery Is Better Than I First Thought , And Will Last 8 Hours For Light - Duty Activities Such As Web - Surfing And Word Processing ; Longer With Power Management On .",0.4
4521,MSI,MSI GT73VR Titan,899.88,Intel Core i7 7820HK 2.9GHz,Intel,0,16,DDR4,4.8,LCD,Nvidia GeForce GTX 1070,Nvidia,512,1024,65,65W Adapter,17.3,Windows 10,A Good Product !,1.0
4522,Dell,Dell Inspiron 3567,431.88,Intel Core i7 7500U 2.7GHz,Intel,16,8,DDR4,2.4,LCD,AMD Radeon R5 M430,AMD,256,0,200, Upto 8 Hrs Battery Life,15.6,Linux,"All In All , This Is A Great Laptop For The Casual User , Especially At This Price Point .",8.0
4523,Mediacom,Mediacom SmartBook Edge,779.88,Intel Celeron Quad Core N3450 1.1GHz,Intel,0,4,DDR4,4.2,LCD,Intel HD Graphics 500,Intel,32,0,45, Upto 6 Hrs Battery Life,14,Windows 10,"I ' M Surprised People Are Settling For Claiming ` ` It ' S Good Enough ` ` Or ` ` Gets The Job Done ` ` When Every Time I Use It , I ' M Constantly Reminded Of How I Should Have Just Sprang For The Pixelbook When It Was On Sale For $ 699 .",6.0
4524,Dell,Dell Latitude 5580,431.88,Intel Core i5 7300U 2.6GHz,Intel,16,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,0,500,120,150W Adapter,15.6,Windows 10,"I Fixed It , However It Took Intensive Research To Fix It .",0.4
4525,HP,HP ProBook 430,371.88,Intel Core i3 7100U 2.4GHz,Intel,0,4,DDR4,4.2,LED,Intel HD Graphics 620,Intel,128,0,65, Upto 6 Hrs Battery Life,13.3,Windows 10,Suddenly The Laptop Goes To Sleep And Doesn ' T Wake Up .,6.0
4526,Dell,Dell Latitude 5580,431.88,Intel Core i7 7600U 2.8GHz,Intel,16,16,DDR4,2.4,LCD,Nvidia GeForce 930MX,Nvidia,256,0,180,150W Adapter,15.6,Windows 10,"I Fixed It , However It Took Intensive Research To Fix It .",0.4
4527,Dell,Dell Chromebook 11,431.88,Intel Celeron Dual Core N3060 1.6GHz,Intel,16,4,DDR4,2.4,LCD,Intel HD Graphics 400,Intel,16,0,65,90W Adapter,11.6,Chrome,"With Os X Yosemite , The Os Is Very Refined And Elegant .",0.7
4528,MSI,MSI GT80S 6QE,899.88,Intel Core i7 6820HK 2.7GHz,Intel,0,16,DDR4,4.8,LCD,Nvidia GeForce GTX 980M,Nvidia,128,1024,65, Upto 10 Hrs Battery Life,17.3,Windows 10,"The 100Gb Google Drive Offer Is Great , Too .",10.0
4529,HP,HP Omen 17-AN010nv,371.88,Intel Core i7 7700HQ 2.8GHz,Intel,0,16,DDR4,4.2,LED,Nvidia GeForce GTX 1050,Nvidia,256,1024,65, Upto 10 Hrs Battery Life,17.3,Windows 10,Love The Cortana !,10.0
4530,Lenovo,Lenovo Thinkpad T460s,419.88,Intel Core i7 6600U 2.6GHz,Intel,0,12,DDR4,2.4,LCD,Intel HD Graphics 520,Intel,256,0,45, Upto 12 Hrs Battery Life,14,Windows 10,"For Anyone Wanting A Small Footprint 1080P Chromebook , This One Is Hard To Beat .",12.0
4531,Lenovo,Lenovo Ideapad 320-15IKBR,419.88,Intel Core i7 8550U 1.8GHz,Intel,0,12,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,0,1024,65, Upto 5 Hrs Battery Life,15.6,Windows 10,Good Luck This Customer Tech Support And Msi Has Absolutely No Idea How To Help You .,5.0
4532,Asus,Asus ROG Strix,779.88,Intel Core i5 7300HQ 2.5GHz,Intel,0,8,DDR4,4.2,LCD,Nvidia GeForce GTX 1060,Nvidia,128,1024,65,65W Adapter,17.3,Windows 10,Do Not Purchase This Laptop .,1.0
4533,Asus,Asus TP501UA-CJ131T (i5-7200U/8GB/1TB/W10),779.88,Intel Core i5 7200U 2.5GHz,Intel,0,8,DDR4,4.2,LCD,Intel HD Graphics 520,Intel,0,1024,65,65W Adapter,15.6,Windows 10,"Powers Up Immediately , Great Battery Life , Great Keyboard , Amazing Features .",1.0
4534,Lenovo,Lenovo IdeaPad 320-15ABR,419.88,AMD A12-Series 9720P 3.6GHz,AMD,0,12,DDR4,2.4,LCD,AMD Radeon 530,AMD,512,0,65, Upto 6 Hrs Battery Life,15.6,Windows 10,I Plan To Take It With Me When Working As I Have Gotten Approximately 8 - 9 Hrs Of Battery Time Usage So Far .,6.0
4535,Dell,Dell Inspiron 3179,431.88,Intel Core M 7Y30 1.0GHz,Intel,16,4,DDR4,2.4,LCD,Intel HD Graphics 615,Intel,128,0,45,65W Adapter,11.6,Windows 10,"Saving The Best For Last , The Full Hd Screen Is One Of The Primary Reasons I Chose This Chromebook , And It Is Wonderful .",1.0
4536,Samsung,Samsung Notebook Odyssey,1319.88,Intel Core i7 7700HQ 2.8GHz,Intel,0,16,LPDDR4X,2.2,LED,Nvidia GeForce GTX 1050,Nvidia,128,1024,0,65W Adapter,15.6,Windows 10,Another Little Thing Is The Speaker Isn ' T Loud .,1.0
4537,Lenovo,Lenovo V320-17ISK (i3-6006U/4GB/500GB/FHD/No,419.88,Intel Core i3 6006U 2GHz,Intel,0,4,DDR4,2.4,LCD,Intel HD Graphics 520,Intel,0,500,90, Upto 6 Hrs Battery Life,17.3,DOS,One Day Of Use And The Screen Turns Itself Off And Logs You Out Whenever It Feels To Do So .,6.0
4538,Lenovo,Lenovo IdeaPad 110-15ISK,419.88,Intel Core i3 6100U 2.3GHz,Intel,0,8,DDR4,2.4,LCD,Intel HD Graphics 520,Intel,0,1024,150,41W Adapter,15.6,Windows 10,I Really Like My Chromebook .,1.6
4539,Lenovo,Lenovo ThinkPad Yoga,419.88,Intel Core i7 7500U 2.7GHz,Intel,0,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,512,0,65,65W Adapter,13.3,Windows 10,"Very Happy With My Purchase , Fast Delivery , Package Well .",1.0
4540,Lenovo,Lenovo Thinkpad T470p,419.88,Intel Core i5 7300HQ 2.5GHz,Intel,0,8,DDR4,2.4,LCD,Intel HD Graphics 630,Intel,256,0,0,43W Adapter,14,Windows 10,They 1080 Screen Makes The Fonts To Small For This Size Screen .,1.5
4541,Dell,Dell Latitude 5289,431.88,Intel Core i5 7200U 2.5GHz,Intel,16,8,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,256,0,65, Upto 4 Hrs Battery Life,12.5,Windows 10,"Its Fast , Battery Lasts For Many Hours , All The Apps Work Well , The Wifi On This Is Great , And The Screen Resolution Is Really Great .",4.0
4542,Dell,Dell Precision 3520,431.88,Intel Core i7 7700HQ 2.8GHz,Intel,16,8,DDR4,2.4,LCD,Nvidia Quadro M620,Nvidia,256,0,41,65W Adapter,15.6,Windows 10,She Had No Trouble Learning How To Use It .,1.0
4543,HP,HP EliteBook 850,371.88,Intel Core i7 7500U 2.7GHz,Intel,0,8,DDR4,4.2,LED,Intel HD Graphics 620,Intel,256,0,135,37W Adapter,15.6,Windows 10,"Chromebook Seems Like The Kind Of Device That You Review After A Few Weeks , And By The Time Anything Happens To It That Affects Use , The Replacement Will Be Just As Much Or Cheaper , Twice As Powerful , And Come With ` ` Angry Birds ` ` Installed By Default .",1.8
4544,HP,HP ProBook 450,371.88,Intel Core i3 7100U 2.4GHz,Intel,0,4,DDR4,4.2,LED,Intel HD Graphics 620,Intel,0,500,65, Upto 10.7 Hrs Battery Life,15.6,Windows 10,"It Has A Light Design Making It Easy For Travel , Reasonably Small Screen That Makes It Easy To Use On Your Lap Or In Class , And A Quality Chassis To Give It That Nice Premium Feeling Almost Like A Shiny Apple Mac .",10.7
4545,Acer,Acer Aspire 1,395.88,Intel Celeron Quad Core N3450 1.1GHz,Intel,0,4,DDR4,0.0,LED,Intel HD Graphics 500,Intel,32,0,56, Upto 9.7 Hrs Battery Life,14,Windows 10,There ' S Nothing ` ` Pro ` ` About This Tablet .,9.7
4546,MSI,MSI Laptop MSI,899.88,Intel Core i7 6820HK 2.7GHz,Intel,0,16,DDR4,4.8,LCD,Nvidia GeForce GTX 970M,Nvidia,128,1024,0,32W Adapter,17.3,Windows 10,I Guess I Got One Of The Good Ones As I Have Had No Trouble At All .,2.0
4547,Dell,Dell Vostro 3568,431.88,Intel Core i3 6006U 2GHz,Intel,16,4,DDR4,2.4,LCD,AMD Radeon R5 M420,AMD,0,1024,32,65W Adapter,15.6,Linux,Now Audio In And Out Are Combined In Just One Port .,1.0
4548,MSI,MSI GS63VR 7RF,899.88,Intel Core i7 7700HQ 2.8GHz,Intel,0,16,DDR4,4.8,LCD,Nvidia GeForce GTX 1060,Nvidia,256,2024,45,Not Specified,15.6,Windows 10,Display Stop Working Within 2 Months .,
4549,Toshiba,Toshiba Tecra Z50-C-144,779.88,Intel Core i7 6500U 2.5GHz,Intel,0,8,DDR4,4.2,LCD,Intel HD Graphics 520,Intel,256,0,65,Not Specified,15.6,Windows 10,I ' M Satisfied With The Product .,
4550,Lenovo,Lenovo IdeaPad 310-15IKB,419.88,Intel Core i5 7200U 2.5GHz,Intel,0,6,DDR4,2.4,LCD,Intel HD Graphics 620,Intel,0,1024,120, Upto 7 Hrs Battery Life,15.6,Windows 10,"However , It Charges Insanely Quickly : You Can Get A Full Charge In Under An Hour .",7.0
4551,Lenovo,Lenovo Yoga 720-15IKB,419.88,Intel Core i7 7700HQ 2.8GHz,Intel,0,8,DDR4,2.4,LCD,Intel HD Graphics 630,Intel,256,0,0,41W Adapter,15.6,Windows 10,The Ss Hard Drive Has Next To Zero Lag Over Traditional Drives .,1.6
